Term | File path | Line numbers
50% | tracker-ui-good\tracker-ui\src\components\program\tabs\InjuryScreeningStep.jsx | 466
50% | tracker-ui-good\tracker-ui\src\components\program\tabs\MesocycleIntegrationTab.jsx | 344
50% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMOPTPhaseStep.jsx | 500
50% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMStaticPostureStep.jsx | 1369
50% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\PeriodizationPlanning_BACKUP.jsx | 654
50% | tracker-ui-good\tracker-ui\src\components\ui\CardWrapper.jsx | 7,34
50% | tracker-ui-good\tracker-ui\src\constants\exercises.js | 86
50% | tracker-ui-good\tracker-ui\src\hooks\useAssessment.js | 1634,1758,1816,2491
50% | tracker-ui-good\tracker-ui\src\index.css | 109,124,145,180,264,343,344,347,349,399,400,403,405,515,964,970,976,985,1001,1049,1074,1114,1151,1153,1169
50% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\validation.js | 55
50% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\warmup.js | 6,16
50% | tracker-ui-good\tracker-ui\src\lib\templates\531.templateSpecs.js | 14
50% | tracker-ui-good\tracker-ui\src\methods\531\calc.js | 42
50% | tracker-ui-good\tracker-ui\src\methods\531\components\TemplateExplainerModal.jsx | 41,46,50,60,77
50% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step2TemplateOrCustom.jsx | 382,386,394,405,415,439,489
50% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 1615
50% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step4ReviewExport.jsx | 155,383,388,480,503,1148
50% | tracker-ui-good\tracker-ui\src\pages\AuthPage.css | 174,272
50% | tracker-ui-good\tracker-ui\src\pages\Macrocycle.jsx | 1193
50% | tracker-ui-good\tracker-ui\src\pages\StreamlinedProgram.css | 4,147,148,1101
50% | tracker-ui-good\tracker-ui\src\styles\NASMMovementAssessment.css | 586
50% | tracker-ui-good\tracker-ui\src\tests\531\calc.additional.branches.test.jsx | 30,36
50% | tracker-ui-good\tracker-ui\src\tests\531\calc.branches.coverage.test.jsx | 68,70
60% | .parcel-cache\data-LAPTOP-UV2SDT6A.mdb | 10388,16252,17764,20608,22198,23700,25404,27912,36515,38396,42321,44017,48521,50574,52090,54133,55834,56619,58737,60839,62516,66618,68648,70877,72748,75410,80560,82264,84199,89461,92339,94044,96656,98361,105573,108043,109745,118739,123271,127136,128838,131297,133624,135663,139733,145158,146873,148597,151361,155905,157623,162105,165429,168073,170237,171951,174925,181289,183609,185384,187728,189868,191569,193279,195577,197291,198982,201045,203100,204814,209459,211182,217884,219703,221616,230975,238384,242221,244045,248186,250387,252463,254723,260676,262849,267035,274466,279862,281793,284823,286480,295784,299765,301431,303423,305257,307056,312139,317834,321929,327771,329672,331357,333384,341337,347082,351150,356279,362127,369528,381496,397741
60% | .parcel-cache\data.mdb | 10388,16252,17764,20608,22198,23700,25404,27912,36515,38396,42321,44017,48521,50574,52090,54133,55834,56619,58737,60839,62516,66618,68648,70877,72748,75410,80560,82264,84199,89461,92339,94044,96656,98361,105573,108043,109745,118739,123271,127136,128838,131297,133624,135663,139733,145158,146873,148597,151361,155905,157623,162105,165429,168073,170237,171951,174925,181289,183609,185384,187728,189868,191569,193279,195577,197291,198982,201045,203100,204814,209459,211182,217884,219703,221616,230975,238384,242221,244045,248186,250387,252463,254723,260676,262849,267035,274466,279862,281793,284823,286480,295784,299765,301431,303423,305257,307056,312139,317834,321929,327771,329672,331357,333384,341337,347082,351150,356279,362127,369528,381496,397741
60% | BROMLEY_SUCCESS_REPORT.md | 109
60% | COMPLETE_PHASE_1_MAPPING.md | 201,223
60% | DATABASE_SCHEMA_REVIEW.md | 391
60% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 41
60% | SCIENTIFIC_PRINCIPLES_IMPLEMENTATION.md | 106
60% | docs\archive\completed-implementations\PHASE_3_COMPLETE.md | 20
60% | e2e-standalone\playwright-report\index.html | 73
60% | enhanced-supplemental.jsx | 103
60% | fitness-tracker\src\hooks\useRecoveryMonitor.js | 55,100
60% | js\algorithms\deload.js | 26
60% | js\algorithms\fatigue.js | 197
60% | js\algorithms\legacy-modernized\fatigue.js.backup | 197
60% | js\examples\bromleyIntegrationDemo.js | 169
60% | methodology\packs\531.bbb.v1.jsonc | 127,177
60% | methodology\packs\531.bbb60.same.v1.jsonc | 2,6,17,126,127,245,404
60% | methodology\packs\531.notes.md | 13,19
60% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 2,6,37,103,108,169
60% | methodology\verification\531.v1.verifier.jsonc | 22,54,76,99,104
60% | playwright-report\index.html | 73
60% | public\methodology\packs\531.bbb.v1.jsonc | 127
60% | public\methodology\packs\531.bbb60.same.v1.jsonc | 2,6,17,126,127,245,404
60% | sql\bryant_strongman_migration.sql | 110
60% | src\components\bryant\BryantTacticalInterface.jsx | 495,498
60% | src\components\macrocycle\UnifiedMacrocyclePlanner.jsx | 237,447
60% | src\components\program\tabs\MicrocycleDesign.jsx | 400,410
60% | src\components\program\tabs\PhaseDesign.jsx | 45
60% | src\components\program\tabs\TrainingMethods.jsx | 61
60% | src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 564
60% | src\components\program\tabs\consolidated\PeriodizationPlanning.jsx | 230
60% | src\utils\programLogic.js | 40,135,153
60% | tests\bryant_strongman_tests.js | 136,333
60% | tracker-ui-good\PHASE_3_COMPLETE.md | 20
60% | tracker-ui-good\playwright-report\index.html | 73
60% | tracker-ui-good\tracker-ui\public\methodology\packs\531.bbb.v1.jsonc | 99,113,119
60% | tracker-ui-good\tracker-ui\src\__tests__\new-architecture\V2_IMPLEMENTATION_SUMMARY.md | 18
60% | tracker-ui-good\tracker-ui\src\components\assessment\nasm\shared\nasmOPTModel.js | 810
60% | tracker-ui-good\tracker-ui\src\components\builder\ContextAwareBuilder.jsx | 583,742
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step12BoringButBig.jsx | 13
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step18ProgramCustomization.jsx | 160
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step1ProgramFundamentals.jsx | 95
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step2TemplateGallery.jsx | 116,173
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step3ScheduleWarmup.jsx | 167,168,169,170,333
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step3WarmUp.jsx | 279,521
60% | tracker-ui-good\tracker-ui\src\components\program\steps\Step8ReviewAndStart.jsx | 89
60% | tracker-ui-good\tracker-ui\src\components\program\tabs\BryantTacticalInterface.jsx | 495,498
60% | tracker-ui-good\tracker-ui\src\components\program\tabs\MicrocycleDesign.jsx | 334,344
60% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMStaticPostureStep.jsx | 1382
60% | tracker-ui-good\tracker-ui\src\components\program\tabs\SessionMonitoring.jsx | 84,361
60% | tracker-ui-good\tracker-ui\src\data\periodizationModels.js | 234
60% | tracker-ui-good\tracker-ui\src\hooks\useAssessment.js | 1196,1663,1694,2468
60% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\percentTables.js | 24
60% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\validate.js | 11
60% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\validation.js | 55
60% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\warmup.js | 6,16
60% | tracker-ui-good\tracker-ui\src\lib\templates\531.presets.v2.js | 56,64
60% | tracker-ui-good\tracker-ui\src\lib\templates\531.templateSpecs.js | 22
60% | tracker-ui-good\tracker-ui\src\methods\531\calc.js | 42
60% | tracker-ui-good\tracker-ui\src\methods\531\components\TemplateExplainerModal.jsx | 41,47,50,60
60% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step2TemplateOrCustom.jsx | 383,386,394,415,439,489,551
60% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 283,520,522,905,1402,1604,1615,1988
60% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step4ReviewExport.jsx | 383,389,746
60% | tracker-ui-good\tracker-ui\src\pages\TrainToday.jsx | 186
60% | tracker-ui-good\tracker-ui\src\tests\531\calc.additional.branches.test.jsx | 30,48
60% | tracker-ui-good\tracker-ui\src\tests\531\calc.coverage.test.jsx | 104
65% | BROMLEY_INTEGRATION_PLAN.md | 126
65% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 38
65% | e2e-standalone\playwright-report\index.html | 71,73
65% | enhanced-supplemental.jsx | 155,351
65% | js\algorithms\bromleyProgression.js | 143
65% | lib\rirProgression.js | 5
65% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 40
65% | methodology\verification\531.v1.verifier.jsonc | 25
65% | playwright-report\index.html | 71,73
65% | scripts\verify-531.mjs | 53
65% | src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 543
65% | src\components\program\tabs\consolidated\PeriodizationPlanning.jsx | 178
65% | src\utils\programLogic.js | 141
65% | tracker-ui-good\playwright-report\index.html | 71,73
65% | tracker-ui-good\tracker-ui\src\components\program\steps\Step5Week1Execution.jsx | 75,82
65% | tracker-ui-good\tracker-ui\src\lib\algorithms\volumeProgression.js | 173
65% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 1440,1656
70% | .parcel-cache\data-LAPTOP-UV2SDT6A.mdb | 10156,15617,17123,19967,21557,23065,25171,27682,30404,32286,34413,36285,37755,41680,43784,47879,49939,51449,53900,55191,58096,60197,62282,65228,66385,67237,68007,70647,72518,74769,80327,81623,83966,88818,91698,93811,96015,98128,104932,107402,109512,118506,122630,123727,123849,126495,128605,130654,133391,135020,139090,144925,146230,148364,151128,155673,156978,161873,164784,167841,169593,171719,174282,180646,183378,184804,187085,189646,190926,193047,194932,197060,198339,200402,202868,204171,205877,206967,209232,210537,217205,219059,221385,230743,238153,241568,243369,245802,247604,249734,252238,254498,260451,261337,262605,264741,265509,266808,273821,279637,281568,284241,285900,288087,290204,295204,299183,300852,303180,304677,306476,310206,311559,313746,315806,317253,319911,321348,323806,325749,327190,329093,330776,332803,335290,337313,339333,340756,343022,345053,346501,348829,350569,355698,358024,360106,361546,363868,365947,368947,375652,378855,380915,387903,397161,399735
70% | .parcel-cache\data.mdb | 10156,15617,17123,19967,21557,23065,25171,27682,30404,32286,34413,36285,37755,41680,43784,47879,49939,51449,53900,55191,58096,60197,62282,65228,66385,67237,68007,70647,72518,74769,80327,81623,83966,88818,91698,93811,96015,98128,104932,107402,109512,118506,122630,123727,123849,126495,128605,130654,133391,135020,139090,144925,146230,148364,151128,155673,156978,161873,164784,167841,169593,171719,174282,180646,183378,184804,187085,189646,190926,193047,194932,197060,198339,200402,202868,204171,205877,206967,209232,210537,217205,219059,221385,230743,238153,241568,243369,245802,247604,249734,252238,254498,260451,261337,262605,264741,265509,266808,273821,279637,281568,284241,285900,288087,290204,295204,299183,300852,303180,304677,306476,310206,311559,313746,315806,317253,319911,321348,323806,325749,327190,329093,330776,332803,335290,337313,339333,340756,343022,345053,346501,348829,350569,355698,358024,360106,361546,363868,365947,368947,375652,378855,380915,387903,397161,399735
70% | BROMLEY_INTEGRATION_PLAN.md | 107
70% | BROMLEY_SUCCESS_REPORT.md | 52
70% | COMPLETE_PHASE_1_MAPPING.md | 102,165
70% | DATABASE_SCHEMA_REVIEW.md | 392
70% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 39
70% | PROGRAM_DESIGN_LIBRARY_DOCUMENTATION.md | 304
70% | README_CONSOLIDATED.md | 190
70% | RESEARCH_ATHLETE_ASSESSMENT.md | 13
70% | SCIENTIFIC_PRINCIPLES_IMPLEMENTATION.md | 97
70% | docs\archive\completed-implementations\MACROCYCLE_COMPLETE_SUCCESS.md | 14,15
70% | docs\archive\completed-implementations\PROGRAM_DESIGN_TAB_CONSOLIDATION_COMPLETE.md | 124
70% | enhanced-supplemental.jsx | 72,104,159,226
70% | fitness-tracker\src\hooks\useAssessment.js | 167
70% | fitness-tracker\src\hooks\useRecoveryMonitor.js | 10,56
70% | js\algorithms\bromleyProgression.js | 143
70% | js\algorithms\deload.js | 32,36
70% | js\algorithms\fatigue.js | 188
70% | js\algorithms\intelligence.js | 200
70% | js\algorithms\legacy-modernized\fatigue.js.backup | 188
70% | js\algorithms\legacy-modernized\intelligence.js.backup | 200
70% | lib\rirProgression.js | 3,5
70% | methodology\packs\531.notes.md | 19
70% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 165,172
70% | methodology\verification\531.v1.verifier.jsonc | 57
70% | src\components\assessment\nasm\NASMResistanceTrainingStep.jsx | 164
70% | src\components\macrocycle\UnifiedMacrocyclePlanner.jsx | 248
70% | src\components\program\tabs\MicrocycleDesign.jsx | 151,401
70% | src\components\program\tabs\PhaseDesign.jsx | 53
70% | src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 288
70% | src\hooks\useAssessment.js | 561
70% | src\utils\programLogic.js | 35
70% | tracker-ui-good\tracker-ui\src\components\assessment\nasm\shared\nasmOPTModel.js | 511,1006,1050,1066
70% | tracker-ui-good\tracker-ui\src\components\builder\ContextAwareBuilder.jsx | 559,724
70% | tracker-ui-good\tracker-ui\src\components\dashboard\SimpleVolumeChart.jsx | 103
70% | tracker-ui-good\tracker-ui\src\components\program\FiveThreeOneWorkflow.jsx | 277
70% | tracker-ui-good\tracker-ui\src\components\program\TrainingMethods.jsx | 34,73,79,345
70% | tracker-ui-good\tracker-ui\src\components\program\steps\Step12BoringButBig.jsx | 14,146,316
70% | tracker-ui-good\tracker-ui\src\components\program\steps\Step3ScheduleWarmup.jsx | 278
70% | tracker-ui-good\tracker-ui\src\components\program\steps\Step5AssistanceRouter.jsx | 94
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\MicrocycleDesign.jsx | 84,335
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMOPTPhaseStep.jsx | 29
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMStaticPostureStep.jsx | 1476
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\OPEXNutrition.jsx | 563
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\SessionMonitoring.jsx | 49
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\AssessmentGoals.jsx | 949
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 383
70% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\PeriodizationPlanning_BACKUP.jsx | 655
70% | tracker-ui-good\tracker-ui\src\constants\exercises.js | 87
70% | tracker-ui-good\tracker-ui\src\constants\rpConstants.js | 7,393
70% | tracker-ui-good\tracker-ui\src\hooks\useAssessment.js | 556,1265,1266,1287
70% | tracker-ui-good\tracker-ui\src\lib\algorithms\volumeProgression.js | 164
70% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\validation.js | 55
70% | tracker-ui-good\tracker-ui\src\lib\templates\531.presets.v2.js | 59
70% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 1660,1707
75% | .parcel-cache\data-LAPTOP-UV2SDT6A.mdb | 72,105,208,219,3829,3840,14493,26604,38967,40055,46568,46842,52819,64976,69137,78933,87905,99121,99941,103791,111280,113160,116496,121937,125802,134225,138395,143538,149363,149809,152222,153679,153690,159897,175499,178624,179004,212137,212177,225734,228910,229262,233435,236768,240847,250786,255335,259040,270921,273116,278216,291606,291965,294160,298055,305803,318560,322527,354665,373043,376653,380180,381918,393463,396185,403710
75% | .parcel-cache\data.mdb | 72,105,208,219,3829,3840,14493,26604,38967,40055,46568,46842,52819,64976,69137,78933,87905,99121,99941,103791,111280,113160,116496,121937,125802,134225,138395,143538,149363,149809,152222,153679,153690,159897,175499,178624,179004,212137,212177,225734,228910,229262,233435,236768,240847,250786,255335,259040,270921,273116,278216,291606,291965,294160,298055,305803,318560,322527,354665,373043,376653,380180,381918,393463,396185,403710
75% | BROMLEY_INTEGRATION_PLAN.md | 94
75% | BROMLEY_SUCCESS_REPORT.md | 54
75% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 38,40
75% | MACROCYCLE_TESTING_GUIDE.md | 134
75% | e2e-standalone\playwright-report\index.html | 51,52,71
75% | enhanced-supplemental.jsx | 163
75% | fitness-tracker\src\hooks\useAssessment.js | 74
75% | js\algorithms\bromleyProgression.js | 176
75% | lib\rirProgression.js | 3,5
75% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 41
75% | methodology\verification\531.v1.verifier.jsonc | 26,79
75% | playwright-report\index.html | 51,52,71
75% | scripts\verify-531.mjs | 53
75% | src\components\program\tabs\PhaseDesign.jsx | 46
75% | src\components\program\tabs\ProgramPreview.jsx | 39
75% | src\components\program\tabs\consolidated\PeriodizationPlanning.jsx | 252
75% | src\utils\programLogic.js | 312
75% | tracker-ui-good\index.html | 1001
75% | tracker-ui-good\playwright-report\index.html | 51,52,71
75% | tracker-ui-good\tracker-ui\src\components\assessment\nasm\shared\nasmOPTModel.js | 526,611,1095
75% | tracker-ui-good\tracker-ui\src\components\builder\TimelineBlocks.tsx | 217
75% | tracker-ui-good\tracker-ui\src\components\program\steps\Step3ScheduleWarmup.jsx | 265
75% | tracker-ui-good\tracker-ui\src\components\program\steps\Step5Week1Execution.jsx | 75,82
75% | tracker-ui-good\tracker-ui\src\components\program\steps\Step7Week3Execution.jsx | 18
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\InjuryScreeningStep.jsx | 467
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\MesocycleIntegrationTab.jsx | 345
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\SessionMonitoring.jsx | 49
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\SpecificityTab.jsx | 58
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 98
75% | tracker-ui-good\tracker-ui\src\components\program\tabs\consolidated\ImplementationTracking.jsx | 393
75% | tracker-ui-good\tracker-ui\src\constants\rpConstants.js | 391,396
75% | tracker-ui-good\tracker-ui\src\data\periodizationModels.js | 204
75% | tracker-ui-good\tracker-ui\src\hooks\useAssessment.js | 752,893,1175,1287,1368,2016,2498
75% | tracker-ui-good\tracker-ui\src\index.css | 515
75% | tracker-ui-good\tracker-ui\src\lib\algorithms\volumeProgression.js | 151
75% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 1408,1485,1664,1767
80% | .parcel-cache\data-LAPTOP-UV2SDT6A.mdb | 114,1090,2573,2979,3136,3593,12018,13365,13583,13694,14387,18694,28817,45657,46597,49282,56246,67294,82666,90336,90793,106355,106832,136075,152031,153705,153764,154009,253054,261384,274875,274995,294381,298282,376462,393274,398094,400454
80% | .parcel-cache\data.mdb | 114,1090,2573,2979,3136,3593,12018,13365,13583,13694,14387,18694,28817,45657,46597,49282,56246,67294,82666,90336,90793,106355,106832,136075,152031,153705,153764,154009,253054,261384,274875,274995,294381,298282,376462,393274,398094,400454
80% | BROMLEY_INTEGRATION_PLAN.md | 40,186
80% | COMPLETE_BOOK_EXTRACTION_CHECKLIST.md | 420
80% | COMPLETE_PHASE_1_MAPPING.md | 97,163
80% | ENHANCED_ASSESSMENT_IMPLEMENTATION.md | 10,20
80% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 39
80% | FRAMEWORK_ARCHITECTURE_DESIGN.md | 368
80% | MACROCYCLE_TESTING_GUIDE.md | 157
80% | MACROCYCLE_TEST_SCENARIOS.js | 19
80% | SCIENTIFIC_PRINCIPLES_IMPLEMENTATION.md | 106
80% | STRONGMAN_IMPLEMENTATION_GUIDE.md | 99
80% | css\main.css | 35,40
80% | docs\index.html | 55,56
80% | e2e-standalone\playwright-report\index.html | 73
80% | enhanced-supplemental.jsx | 230
80% | fitness-tracker\src\components\program\tabs\EnhancedGoalsAndNeeds.jsx | 192,193,200
80% | fitness-tracker\src\hooks\useAssessment.js | 41,42,64
80% | fitness-tracker\src\utils\bryantCalculationDemo.js | 25,26,60
80% | js\algorithms\bromleyProgression.js | 176
80% | js\algorithms\deload.js | 38
80% | js\ui\statusPanel.js | 95
80% | lib\rirProgression.js | 4,5
80% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 173
80% | methodology\verification\531.v1.verifier.jsonc | 58
80% | playwright-report\index.html | 73
80% | src\components\assessment\nasm\NASMResistanceTrainingStep.jsx | 165
80% | src\components\bryant\BryantClusterInterface.jsx | 64,74
80% | src\components\macrocycle\UnifiedMacrocyclePlanner.jsx | 215,226,472
80% | src\components\program\tabs\GoalsAndNeeds.jsx | 376
80% | src\components\program\tabs\MicrocycleDesign.jsx | 399
80% | src\components\program\tabs\PhaseDesign.jsx | 54
80% | src\components\program\tabs\ProgramPreview.jsx | 59
80% | src\components\program\tabs\TrainingMethods.jsx | 71
80% | src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 550
80% | src\components\program\tabs\consolidated\ImplementationTracking.jsx | 218
80% | src\components\program\tabs\consolidated\PeriodizationPlanning.jsx | 196
80% | src\hooks\useAssessment.js | 12,60,686,738
80% | src\utils\programLogic.js | 30,75,105,533
80% | tracker-ui-good\index.html | 118
80% | tracker-ui-good\playwright-report\index.html | 73
80% | tracker-ui-good\tracker-ui\src\components\NavBar.jsx | 37,38
80% | tracker-ui-good\tracker-ui\src\components\assessment\GainerTypeStep.jsx | 99,109
80% | tracker-ui-good\tracker-ui\src\components\assessment\nasm\shared\nasmOPTModel.js | 538
80% | tracker-ui-good\tracker-ui\src\components\builder\ContextAwareBuilder.jsx | 704,710,990
80% | tracker-ui-good\tracker-ui\src\components\dashboard\VolumeHeatmap.jsx | 59
80% | tracker-ui-good\tracker-ui\src\components\program\steps\Step10StallingReset.jsx | 24,238,310
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\BryantClusterInterface.jsx | 64,74
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\GainerTypeStep.jsx | 7,22,119,127,193,196,212,250,253
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\GoalsAndNeeds_Original.jsx | 320,326
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\MicrocycleDesign.jsx | 333
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMOPTPhaseStep.jsx | 68
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\NASMStaticPostureStep.jsx | 1384
80% | tracker-ui-good\tracker-ui\src\components\program\tabs\VariableManipulationTab.jsx | 247
80% | tracker-ui-good\tracker-ui\src\constants\rpConstants.js | 389
80% | tracker-ui-good\tracker-ui\src\hooks\useAssessment.js | 31,79,583,784,923,970,1015,1265,1266,1297,1342
80% | tracker-ui-good\tracker-ui\src\index.css | 693,694,698,699
80% | tracker-ui-good\tracker-ui\src\lib\fiveThreeOne\validate.js | 7
80% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step1Fundamentals.jsx | 30
80% | tracker-ui-good\tracker-ui\src\methods\531\components\steps\Step3DesignCustom.jsx | 289,1458,1711
80% | tracker-ui-good\tracker-ui\src\pages\Macrocycle.jsx | 154,295
85% | .parcel-cache\data-LAPTOP-UV2SDT6A.mdb | 10013,15483,16992,18788,19836,21427,22931,25034,27544,30269,32151,34278,36150,37625,41550,43647,47758,49805,51318,53763,55060,57966,59298,60077,62147,66248,67877,70509,72380,74639,80190,81493,83829,88674,91568,93674,95885,97991,102857,104802,107272,109375,118369,122500,126365,128468,129830,130511,133254,134874,138959,144788,146097,148216,150980,155535,156842,161737,164648,167702,169458,171573,174136,180503,183241,184656,186955,189510,190795,192909,194796,196921,198209,200258,202732,204027,206765,207491,209080,210402,211762,217056,218930,221247,230600,238014,241419,243220,245643,247448,248753,249585,252092,254352,260305,262453,264580,266656,273685,279491,281426,284085,285752,287936,290044,295056,299027,300691,303028,304522,306321,310056,311411,313595,315646,317093,319757,321188,323652,325600,327030,328932,330615,332642,333970,335135,337158,339178,340596,342867,344892,346340,348670,350408,355539,357865,359948,361386,363711,365790,368787,373530,374092,375495,378697,379756,380753,387745,396990,399561
85% | .parcel-cache\data.mdb | 10013,15483,16992,18788,19836,21427,22931,25034,27544,30269,32151,34278,36150,37625,41550,43647,47758,49805,51318,53763,55060,57966,59298,60077,62147,66248,67877,70509,72380,74639,80190,81493,83829,88674,91568,93674,95885,97991,102857,104802,107272,109375,118369,122500,126365,128468,129830,130511,133254,134874,138959,144788,146097,148216,150980,155535,156842,161737,164648,167702,169458,171573,174136,180503,183241,184656,186955,189510,190795,192909,194796,196921,198209,200258,202732,204027,206765,207491,209080,210402,211762,217056,218930,221247,230600,238014,241419,243220,245643,247448,248753,249585,252092,254352,260305,262453,264580,266656,273685,279491,281426,284085,285752,287936,290044,295056,299027,300691,303028,304522,306321,310056,311411,313595,315646,317093,319757,321188,323652,325600,327030,328932,330615,332642,333970,335135,337158,339178,340596,342867,344892,346340,348670,350408,355539,357865,359948,361386,363711,365790,368787,373530,374092,375495,378697,379756,380753,387745,396990,399561
85% | BROMLEY_INTEGRATION_PLAN.md | 133
85% | COMPLETE_PHASE_1_MAPPING.md | 164
85% | FIVETHREEONE_IMPLEMENTATION_COMPLETE.md | 38,40
85% | FRAMEWORK_ARCHITECTURE_DESIGN.md | 361
85% | README_CONSOLIDATED.md | 189
85% | REPO_ANALYSIS_REPORT.md | 391
85% | docs\archive\completed-implementations\PHASE_2A_CORE_UTILITIES_COMPLETE.md | 289
85% | e2e-standalone\playwright-report\index.html | 71
85% | enhanced-supplemental.jsx | 234
85% | fitness-tracker\src\hooks\useAssessment.js | 54,168
85% | js\algorithms\bromleyProgression.js | 176
85% | js\algorithms\fiveThreeOne.js | 628
85% | js\examples\fiveThreeOneExample.js | 82
85% | js\ui\globals.js | 1391
85% | lib\rirProgression.js | 3,4
85% | methodology\verification\531.bbb60.same.v1.verifier.jsonc | 42
85% | methodology\verification\531.v1.verifier.jsonc | 27,80
85% | playwright-report\index.html | 71
85% | scripts\verify-531.mjs | 53
85% | src\components\assessment\nasm\NASMResistanceTrainingStep.jsx | 166
85% | src\components\program\tabs\MicrocycleDesign.jsx | 150
85% | src\components\program\tabs\PhaseDesign.jsx | 47
85% | src\components\program\tabs\ProgramPreview.jsx | 38
85% | src\components\program\tabs\TrainingMethods.jsx | 35
85% | src\components\program\tabs\consolidated\ExerciseSelectionProgression.jsx | 212,230
85% | src\components\program\tabs\consolidated\PeriodizationPlanning.jsx | 265
85% | src\hooks\useAssessment.js | 48
85% | src\utils\programLogic.js | 93,123,162,531
85% | tracker-ui-good\playwright-report\index.html | 71
85% | tracker-ui-good\tracker-ui\src\components\assessment\nasm\shared\nasmOPTModel.js | 553,565,582,1010,1050,1073
85% | tracker-ui-good\tracker-ui\src\components\builder\ContextAwareBuilder.jsx | 567,698,730
85% | tracker-ui-good\tracker-ui\src\components\program\TrainingMethods.jsx | 25
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step10StallingReset.jsx | 23,233,303
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step18ProgramCustomization.jsx | 97
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step1ProgramFundamentals.jsx | 130
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step3ScheduleWarmup.jsx | 272
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step4CycleAndProgression.jsx | 101,210
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step4CycleStructure.jsx | 452
85% | tracker-ui-good\tracker-ui\src\components\program\steps\Step5Week1Execution.jsx | 75,252,417
